COUNTER;TITEL;INHOUD;MATERIAAL;LOCATIE_TOEVOEGING;BEELDMATERIAAL_BIJSCHRIFT;BEELDMATERIAAL_FOTOGRAAF;TEKST_AUTEUR;URL_HGA;LOCATIE;LAT;LON;HUISNUMMER;STRAATNAAM;KUNSTENAAR;KUNSTENAAR1;KUNSTENAAR2;KUNSTENAAR3;X;Y
183;Jacob en de engel;"<p>De naam Carel Kneulman blijft altijd verbonden met ‘Het lieverdje’ uit 1959 in Amsterdam. Twee jaar eerder voltooide de Amsterdamse beeldhouwer ‘Jacob en de engel’, dat een prominente plek kreeg boven de luifelingang van het Haagse politiebureau aan het Alexanderplein. De grootte van het schaalmodel in de tuin van Kunstmuseum Den Haag is eenderde van deze monumentale uitvoering. Samen met het monument ‘Wind en water’ (Veere) en het Amsterdamse Monument voor Gerrit van der Veen en het kunstenaarsverzet behoort het tot Kneulmans bekendste beelden in de openbare ruimte.</p>
<p>De sociaal bewogen beeldhouwer was een man van het volk met een grote belangstelling voor de handelende mens en een sterke behoefte aan actie en daadkracht. Dat verklaart zijn fascinatie voor beelden met hoofdfiguren die elkaar nodig hebben, versterken en in evenwicht houden. Dat geldt ook voor Jacob en de engel. Hoewel zij een verbeten strijd voeren, kunnen ze niet zonder elkaar.</p>
<p>Kneulman geeft beide figuren weer in een geabstraheerde kluwen van ledematen. De kleine hoofden zijn niet verder uitgewerkt. In het beeld, dat geïnspireerd is op het kubistische werk van de Franse beeldhouwer Henri Laurens (1885-1954), draait alles om worsteling en beweging: de strijd tussen goed en kwaad, orde en chaos. De dynamiek spat eraf, maar wordt in toom gehouden door weloverwogen compositie en abstrahering. Hoekige vormen zijn gecombineerd met voluptueuze rondingen. Kneulman verbindt figuratie en abstractie.</p>
<p>Kneulman begon zijn carrière als dichter, manifesteerde zich als zanger, had enige tijd een kantoorbaan en werd uiteindelijk, na een studie bij Jan Bronner aan de Amsterdamse Rijksakademie, beeldhouwer. Zijn laatste levensjaren in het Drentse Darp keerde Kneulman (die toen bijna blind was) terug naar de poëzie. Zijn onvoorwaardelijke liefde voor de strijdbare mens bleef daarin doorklinken.</p>
<p>&nbsp;</p>
";Brons;In de tuin achter Kunstmuseum Den Haag ter hoogte van het Omniversum;Jacob en de engel, Carel Kneulman, 1957/58;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;;President Kennedylaan 5, 2517 JK Den Haag, Nederland;52.0894365428455;4.281528361515807;5;President Kennedylaan;Kneulman, Carel;;;;79224.6551688725;456263.17514083
184;Untitled object;"<p>Wat je ziet, dat is het. Niets meer en niets minder. De Amerikaanse beeldhouwer Donald Judd schiep beelden die geen interpretatie verdragen of symbolische betekenis hebben. Dus is zijn titelloze object in de tuin van Kunstmuseum Den Haag uit 1982 gewoon een langgerekte doos van cortenstaal met een open voor- en achterkant, roestbruin van kleur.</p>
<p>Judds beelden vallen onder de noemer ‘Minimal Art’, vanwege de uiterst eenvoudige, geometrische grondvormen die hij toepaste. Deze minimale middelen gebruikte Judd om een hoger doel te bereiken: het ging hem om absolute duidelijkheid, om een volkomen autonomie van zijn kunst. Elke illusie moest worden vermeden en het uitdrukken van gevoel was taboe.</p>
<p>Begonnen als schilder van abstract expressionistisch werk, leidden deze denkbeelden over kunst begin jaren zestig onherroepelijk tot een breuk in zijn oeuvre. Een matzwart korrelig geschilderde plaat hardboard met in het midden een kleine aluminium bakvorm uit 1961 markeert deze breuk. De stap naar de beeldhouwkunst was toen nog maar klein.</p>
<p>Na 1964 kwam Judds carrière als beeldhouwer goed op gang. Hij nam de kubus als grondvorm en ging dozen maken in allerlei variaties en van materialen als: staal, koper, plexiglas, multiplex. Is dat saai? Nee, met zijn dozen bewees Judd hoe verpletterend de schoonheid van eenvoud kan zijn. Ook is er een link met de architectuur. Een doos is een ruimte, waarin je – als hij groot genoeg is – kunt staan of waar je doorheen kunt lopen. Judds Haagse beeld uit 1982 is zo’n doos. Maar er iets ongewoons aan. In de doos staan twee platen, één dichtbij de buitenwand, de ander er ongeveer een meter vanaf. Omdat de buitenwanden niet helemaal recht op de rand van de bodem staan, lijken de platen ín de doos een fractie schuin. Judd beheerste het spel met de ruimte tot in zijn vingertoppen.</p>
";Cortenstaal;in de tuin tussen Kunstmuseum Den Haag en KM21;Untitled object, Donald Judd, 1982;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;;Stadhouderslaan 41, 2517 HV Den Haag, Nederland;52.090392390868125;4.280847080426025;41;Stadhouderslaan;Judd, Donald;;;;79179.588330906;456370.224710083
185;Icarus;"<p>Het bronzen beeld in de tuin van Kunstmuseum Den Haag laat er geen misverstanden over bestaan: de val van Icarus komt keihard aan. Hij stort letterlijk ter aarde en maakt een merkwaardige schouderlanding waardoor zijn magere, langgerekte en iets gekromde benen in de lucht steken. De doodsmak van de tragische figuur uit de Griekse mythologie is door honderden kunstenaars verbeeld, maar zelden zijn de ongekende expressiviteit en dynamiek die Piet Esser in zijn bronzen Icarus verankerde, geëvenaard of overtroffen.</p>
<p>Esser is één van de belangrijkste portretbeeldhouwers van de twintigste eeuw. Hij leerde het vak van Jan Bronner aan de Rijksakademie in Amsterdam. In talloze necrologieën die na zijn overlijden verschenen, wordt vooral Essers betekenis voor de Nederlandse penningkunst benadrukt. Terecht, maar daarmee wordt geen recht gedaan aan de invloed die hij als charismatische hoogleraar had op nieuwe generaties beeldhouwers.</p>
<p>Esser was één van de eerste toonaangevende beeldhouwers die de figuratieve abstractie, een stijl halverwege totale abstractie en herkenbare figuratie, introduceerde en een vaste plek gaf in zijn vrije werk en monumentale opdrachten. Hij won in 1938 de Prix de Rome en volgde in 1947 zijn leermeester Bronner op aan de Rijksakademie. Esser werd onder meer bekend door zijn Troelstramonument (Den Haag), het Brederomonument (Amsterdam), het Watersnoodrampmonument (Rotterdam) en de portretten van Charlotte van Pallandt (collectie erven Van Pallandt).</p>
<p>Het beeld ‘Icarus’ onderstreept het vermogen van de beeldhouwer om een dramatisch verhaal in sculptuur om te zetten die wat beweging betreft bijna aan film doet denken. De fonteingroep ‘Hercules en Antaeus’ die Esser twintig jaar eerder (in 1954) maakte voor het Gelderse provinciehuis in Arnhem is een vroege voorloper van de bronssculptuur ‘Icarus’. Ook daarin wordt de virtuoze compositie van twee verstrengelde figuren gedomineerd door het geabstraheerde gebaar van twee opgeheven benen.</p>
";Brons;In de tuin achter Kunstmuseum Den Haag in de buurt van brasserie Berlage;Icarus, Piet Esser, 1970/74;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;;Stadhouderslaan 41, 2517 HV Den Haag, Nederland;52.08962194600232;4.281398944930839;41;Stadhouderslaan;Esser, Piet;;;;79216.1005802448;456283.936361225
165;Object;"<p>Hoewel hij graag tekent en collages maakt, manifesteert Lon Pennock zich vooral als beeldhouwer. In zijn geboorteplaats Den Haag onderstrepen diverse beelden in de openbare ruimte zijn voorkeur voor denken in ruimtes, vlakken en volumes. Het object dat hij oorspronkelijk voor Academie De Laan aan de Morsestraat heeft gemaakt, is daar een goed voorbeeld van. De opwaarts gerichte, lineaire vorm vertoont sterke overeenkomsten met ruimtelijke objecten van Pennock. Bijvoorbeeld met ‘Intersection’ in Kijkduin.</p>
<p>Het object bij de Haagse huishoudacademie dat later is herplaatst op de kruising van de Ieplaan en de Segbroeklaan, bestaat uit twee rechtop staande balken die aan onder- en bovenkant met elkaar verbonden zijn. Het beeld is maar liefst 4 meter hoog en verhoudt zich door de verticale gerichtheid en de strakke, eenvoudige lijnvoering optimaal tot de gebouwen die de binnenplaats omzomen. De iets van elkaar af staande balken fungeren als kader voor een langwerpige open tussenruimte. Ook de (school)gebouwen zijn rechtlijnig en strak vormgegeven. Hetzelfde geldt voor de groenvoorziening op de binnenplaats en de daarbij horende afzetting.</p>
<p>Het latere werk van Pennock is minder minimalistisch en conceptueel. De kunstenaar die van 1962 tot 1967 studeerde aan de Koninklijke Academie van Beeldende Kunsten in Den Haag en daarna op de École des Beaux-Arts supérieure in Parijs nog twee jaar extra opleiding voltooide, ontving in 1969 de Buys van Hultenprijs voor jonge beeldhouwers en exposeerde in binnen- en buitenland. Bovendien realiseerde hij tientallen beelden in de openbare ruimte. Constructivistische tendensen zijn altijd beeldbepalend, maar de kunstenaar gaat steeds losser met het constructivistische gedachtegoed om.</p>
";Cortenstaal;in het gras bij de kruising;Object, Lon Pennock, 1972;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;;Segbroeklaan 26, 2565 DL Den Haag, Nederland;52.082742666337445;4.271643827230851;26;Segbroeklaan;Pennock, Lon;;;;78535.8288800866;455528.849273242
166;De Kleurpijp;"<p>Met een beetje fantasie kun je in de kleurpijp die door de bosschages langs het hoofdrioolgebouw aan de Haagse Houtrustweg kronkelt een gigantische regenworm zien die zich door de struiken en over het talud langs het trottoir worstelt. Niet gek bij Jan Snoeck, want de worm staat voor hem voor de oervorm van leven. Maar ook een verwijzing naar de functie van het rioolgebouw is niet uitgesloten. Snoeck vervaardigde deze sculptuur immers in opdracht van de gemeente Den Haag speciaal voor dit gebouwd. In tegenstelling tot een rioolbuis bezit ‘De Kleurpijp’ van Snoeck echter alle kleuren van de regenboog. Die kleuren zijn als ringen aan elkaar geschakeld.</p>
<p>Sinds de jaren zestig werkt Snoeck in klei. De beeldhouwer stapte op dit materiaal over omdat hij kleur in zijn werk wilde brengen. Met de worm die vanaf die tijd ook als een rode draad door zijn oeuvre loopt, heeft hij de mens teruggebracht tot de essentie. In die essentie zit wat Snoeck betreft ook iets goddelijke besloten. Zitten, liggen en staan zijn de kenmerkende houdingen die hij zijn figuren geeft. Behalve dat het even eenvoudige als heldere vormen oplevert, zijn het echte beeldhouwerprincipes.</p>
<p>Evenals de andere beelden van Snoeck trekt ook ‘De Kleurpijp’ de aandacht. Hoewel het beeld door de struiken enigszins aan het oog onttrokken wordt, blijft het door de aaneenschakeling van felle kleuren een echte blikvanger. Het veelkleurige beeld van polyester vrolijkt de omgeving op. Meestal worden buizen, pijpen, kabels en leidingen als obstakels gezien en onder de grond verstopt, waardoor ze zich aan onze waarneming onttrekken. Maar dankzij Snoeck steekt ‘De Kleurpijp’ even heel vrijpostig de kop boven het maaiveld uit en groet de voorbijgangers.</p>
";polyester;in groenstrook naast hoofdrioolgebouw;De Kleurpijp, Jan Snoeck, 1969/1972;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;;Houtrustweg 120, 2566 GJ Den Haag, Nederland;52.088630603649705;4.267759323120117;120;Houtrustweg;Snoeck, Jan;;;;78279.689452408;456187.979886342
167;Reliëf;"<p>Eeuwen lang smolten ambachtslieden beelden en architectuur samen. Dat is bijvoorbeeld te zien aan de rijkgedecoreerde oude kathedralen en de bouwbeeldhouwkunst op panden van de Amsterdamse School (1916-1926). In navolging van deze aloude traditie ontstond er in de jaren vijftig en zestig na de Tweede Wereldoorlog veel zogenoemde ‘nagelvaste’ kunst. Met het gebouw verbonden wandschilderingen, mozaïeken, glas-in-lood en keramische reliëfs zagen destijds vaak via de percentageregeling het licht. In 1951 besloot de rijksoverheid namelijk om bij elk overheidsgebouw 1-2% van de bouwsom te besteden aan kunst. De figuratieve voorstellingen van deze ‘nagelvaste’ kunst beelden meestal uit wat de functie was van het gebouw waarin ze zich bevonden.</p>
<p>Hoewel ruim twintig jaar later ontstaan, doen de R die beeldend kunstenaar Johan Traxel voor de voormalige bibliotheek aan de Newtonstraat heeft gemaakt wel aan die traditie denken. Traxel kreeg de opdracht voor dit reliëf begin jaren tachtig van de commissie voor beeldende kunstopdrachten. Ook bij de nieuwbouw van deze bibliotheek was er via de gemeentelijke percentageregeling geld vrijgekomen voor kunst.</p>
<p>Traxel bedacht vijf vierkante tegels op een rij. Op elk van de tegels bracht hij een lezende figuur aan. De dynamiek zit in de houding van de figuur. Die varieert van rechtop zittend tot half ondersteboven liggend. Ook al trok de bibliotheek uit het pand en vond een boksschool er een nieuwe onderkomen: de tegels van Traxel gebleven.</p>
<p>Traxel trok in 1957 van Suriname naar Nederland. Hier behaalde hij zijn MO-tekenen aan de Koninklijke Academie van Beeldende Kunsten in Den Haag. Daarna bekwaamde hij zich verder aan de Vrije Academie in dezelfde stad. Met tekenles geven op Haagse scholen verdiende hij zijn brood. Daarnaast exposeerde hij zijn schilderijen en keramiek. Bovendien kreeg hij een opdracht van de gemeente Delft en Den Haag. De stijl van de figuren van zijn bibliotheekreliefs zijn herkenbaar uit zijn vrije werk: frisse kleuren, vereenvoudigde vormen en heldere contouren.</p>
";Keramiek;Bij entree voormalige bibliotheek;Reliëf, Johan Traxel, 1984;Ralph Kämena;Sandra Spijkerman;;Newtonstraat 8, Den Haag, Nederland;52.0764137;4.285779499999999;8;Newtonstraat;Traxel, Johan;;;;79493.9988331258;454809.955356946
168;Cascade;"<p>Het beeld van Huub Hierck dat geplaatst is in het water tegenover de voormalige vuilverbranding aan de Suezkade, hoek Newtonstraat laat zien dat de beeldhouwer het begrip ‘cascade’ vrij letterlijk genomen heeft. Een cascade is een natuurlijke of kunstmatige waterval waarbij het water trapsgewijs van rots op rots valt. Hierck heeft dat proces nagebootst en afgedwongen door een min of meer getrapte, zuilachtige sculptuur te ontwerpen die naar boven toe enigszins taps toeloopt.</p>
<p>De zes meter hoge kolom lijkt hemelwaarts te klimmen terwijl het water in tegengestelde richting naar beneden loopt. Het beeld werd in 1970 geplaatst en is één van de vele objecten die Hierck voor de openbare ruimte maakte. In Den Haag studeerde hij aan de Koninklijke Academie van Beeldende Kunsten. Daarna werkte hij als docent aan de Academie van Beeldende kunsten te Rotterdam. De veelzijdigheid van de kunstenaar blijkt niet alleen uit de verschillende disciplines die hij beoefende, maar ook uit het gevarieerde materiaalgebruik. Hij ontwierp wandtapijten, werkte in de sgrafittotechniek, maakte koperreliëfs en keramische muurplastieken, gebruikte aluminium en andere metalen én hij schilderde.</p>
";RVS;op de hoek met de Suezkade en de Asmanweg bij de gemeentelijke vuilverbranding;Cascade, Huub Hierck, 1969/1970;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;;Suezkade 2, 2517 BT Den Haag, Nederland;52.077256502453196;4.288132928393766;2;Suezkade;Hierck, Huub;;;;79656.7447180999;454901.27156246
169;Reliëf vrouw, man, tafel, lamp;"<p>Een man en een vrouw zitten tegenover elkaar. Stil en stram, vier handen op de tafel rustend. Ze staren, kijken niet. Er is niets meer gemeenschappelijk, er valt niets meer te zeggen. De liefde is gedoofd. Enkel de lamp boven de tafel strooit zijn warme lichtstralen in tastbare stroken uit over het tafelblad.</p>
<p>Het is een verklaring, een idee. Dat het reliëf van Theo van der Nahmer aan het Eneco-onderstation in de Tomatenstraat een bekoelde relatie verbeeldt, is echter niet zeker. Want hoewel de beeldtaal, waarin symmetrie en geometrie een belangrijke rol spelen, een kille sfeer oproept, zou de voorstelling ook een andere (positievere) betekenis kunnen hebben. Van der Nahmers stenen beelden waren namelijk over het algemeen enigszins statisch opgezet, ongeacht het onderwerp. In dit reliëf zocht de beeldhouwer de verlevendiging in het zeer gedetailleerd uitwerken van het oppervlak. De steen is met vele kleine krassen bewerkt.</p>
<p>Het moet een vroeg werk van Van der Nahmer betreffen. Aan het begin van zijn carrière, direct na de Tweede Wereldoorlog en in de jaren vijftig, werkte de beeldhouwer nog veel in steen. Maar het werd hem te duur. Hij begon in was te modelleren. De modellen goot hij af in brons. De was verschafte hem een veel grotere artistieke en beeldende vrijheid dan steen.</p>
<p>Wanneer Van der Nahmer zijn stenen reliëf precies maakte, is niet bekend. Ofschoon we niet voetstoots kunnen aannemen dat gebouw en kunstwerk gelijktijdig werden voltooid (na de oorlog was de integratie van beeldhouwkunst en architectuur niet langer vanzelfsprekend), kan het bouwjaar van het onderstation helderheid verschaffen. Dat werd in 1948 opgeleverd.</p>
";Steen;in de gevel van GE Onderstation;Reliëf vrouw, man, tafel, lamp, Theo van der Naheer, 1948;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;;Tomatenstraat 184, Den Haag, Nederland;52.0682035;4.251341399999999;184;Tomatenstraat;Nahmer, Theo van der;;;;77119.0020930242;453932.963284356
170;De lantaarnopsteker;"<p>Een lenig mannetje met hoge hoed en opwaaiende jaspanden beklimt een smalle ladder om de straatlantaarn aan te steken. Door zijn inspanningen wordt de straat sfeervol verlicht en strijkt een warme gloed langs de gevels van de keurige arbeiderswoningen.</p>
<p>De lantaarnopsteker is allang uit het moderne straatbeeld verdwenen, evenals de biersteker en de kledenklopper. Maar als eerbetoon aan de vroegere bewoners van de huizen rond het Mallemolenplein is de herinnering aan de tijden van weleer nieuw leven ingeblazen door een bronzen beeld van de Lantaarnopsteker. Het beeld van Loek Bos is gemaakt in opdracht van de Koninklijke Haagse Woningvereniging van 1854 ter gelegenheid van het 150-jarig bestaan van de vereniging. De plaatsing maakte tevens deel uit van de herinrichting van de Mallemolen.</p>
<p>De verbeelding van het oude ambacht was bij Bos in goede handen. De kunstenaar heeft zich gespecialiseerd in het boetseren van herkenbare beelden. Hij is een rasechte modelleur met een scherp oog voor subtiele details en bewegingen. Fietsers, danseressen en fabeldieren zijn geliefde onderwerpen, maar ook ingrediënten uit de klassieke mythologie gebruikt hij opnieuw in zijn sculpturen.</p>
<p>Behalve bronsplastieken maakt de kunstenaar ook penningen en trofeeën in opdracht. Daarnaast manifesteert hij zich als schilder van figuratieve taferelen, waarbij hij steeds de vrijheid neemt om een eigen draai aan de werkelijkheid te geven. Dat doet hij ook in het beeld van de lantaarnopsteker. Hoewel het werk van de ambachtsman niet altijd even aangenaam was, geeft de beeldhouwer er een zwierige en acrobatische wending aan.</p>
";Brons;Hofje van Schuddegeest;De lantaarnopsteker, Loek Bos, 2008;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;;Schuddegeest 75, 2585 XE Den Haag, Nederland;52.08936133172288;4.309686926983627;75;Schuddegeest;Bos, Loek;;;;81154.2255211683;456225.785478124
171;Zonder titel;"<p>Het beeld dat de (inter)nationaal bekende Haagse kunstenaar Auke de Vries ontwierp voor het Churchillplein bestaat uit drie elementen die uit het water van de vijver oprijzen en naar het firmament reiken. De ijle vormen houden zich moeiteloos staande in een omgeving waarvan de skyline onder meer wordt gedomineerd door een zone van kantoorgebouwen van internationaal georiënteerde bedrijven en instanties inclusief het World Forum (het voormalige Congresgebouw).</p>
<p>De drie elementen zien er uit als fragiele ruimtelijke tekeningen die gemaakt zijn om spiritualiteit terug te geven aan de omgeving waarin ze staan. De kunstenaar gaat er vanuit dat iedereen die beelden in de openbare ruimte plaatst, zich in zekere zin gedraagt als inbreker. De omgeving is niet meer wat ze vóór de beeldende ingreep was. De Vries wil daar gewetensvol mee omgaan. Met zijn ruimtelijke ingrepen reageert hij min of meer intuïtief op de gegeven omstandigheden.</p>
<p>De drie langgerekte tekenachtige lijnen van staal vormen samen één sculptuur die de strakke orde van de omringende bebouwing verstoort. Aan de verticale ‘lijnen’ zijn vormelementen bevestigd die het beeld meer massa geven. Associaties met een waaier, veertje, mast en andere vormen of voorwerpen liggen voor de hand. Voor de kunstenaar zijn het opheffen van zwaartekracht, de suggestie van gewichtloosheid en herstel van evenwicht belangrijk. Hij werkt met gewichten en contragewichten, volumes, verbindingslijnen en vormen die een raadselachtig referentiekader vertegenwoordigen. De drie beeldelementen proberen ieder voor zich op één been te staan. Samen maken ze volgens de kunstenaar deel uit van een hechte familie van betekenissen.</p>
";Metaal, beschilderd;In de vijver;Zonder titel, Auke de Vries, 2003;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;;Churchillplein 1, 2517 JW Den Haag, Nederland;52.09393270470252;4.2839399190490735;1;Churchillplein;Vries, Auke de;;;;79397.5213435417;456760.858567214
172;Wim Kan en Corry Vonk;"<p>Ze staan zo’n beetje tussen het majestueuze Kurhaus en het grote Circustheater in: conferencier Wim Kan (1911-1983) en zijn vrouw Corry Vonk (1901-1988). Beeldhouwer Siemen Bolhuis uit Almere heeft hen, in tegenstelling tot zijn abstracte, vrije werk, realistisch weergegeven. Zij klein van gestalte met breedgerande hoed iets opkijkend, hij naar het publiek toekomend: de houdingen en gebaren zijn karakteristiek voor dit artiestenpaar. Ook al had Kan veel succes in het Amsterdamse Carré, zijn wieg had in Scheveningen gestaan en vele van zijn shows vonden plaats in Haagse theaters als de Koninklijke Schouwburg en Diligentia.</p>
<p>Wim Kan wordt samen met Toon Hermans en Wim Sonneveld beschouwd als ‘de Grote Drie’ van het Nederlandse cabaret van de jaren vijftig, zestig en zeventig van de twintigste eeuw. Begin eenentwintigste eeuw geniet Kan vooral bekendheid als grondlegger van de oudejaarsconferences. Maar hij en zijn vrouw hebben meer voor het cabaret betekend. Na hun trouwen in 1933, zij hadden elkaar leren kennen via het toneel, ging Kan teksten schrijven voor de revue van zijn vrouw. Op 15 augustus 1936 richtten zij samen het ABC-cabaret op. Deze leerschool voor jong talent bracht artiesten voort als Wieteke van Dort, Jenny Arean en Frans Halsema, die later naam maakten.</p>
<p>Oorspronkelijk is het beeld gemaakt voor het Leidseplein in Amsterdam ter herinnering aan de oprichting van het ABC-cabaret. Dat was in 1986, het jaar van de eerste onthulling, vijftig jaar geleden. In 1997 ging het Leidseplein dusdanig op de schop dat er voor het beeld geen plaats meer was. Na een brede publiek discussie over de vraag of het beeld wel voldoende kwaliteit bezat om aan de grandeur van het echtpaar te voldoen, heeft het uiteindelijk bij het Scheveningse Kurhaus een nieuw onderkomen gevonden. Daar onthulde Paul van Vliet het beeld op 19 december 1997.</p>
";Brons;Tussen Kurhaus en Circustheater in;Wim Kan en Corry Vonk, Siemen Bolhuis, (1986) 1997;Ralph Kämena;Sandra Spijkerman;;Gevers Deynootplein 122, 2586 CR Den Haag, Nederland;52.11258968174022;4.282583363298782;122;Gevers Deynootplein;Bolhuis, Siemen;;;;79336.1596341505;458837.867015663
173;Sprookjesbeelden;"<p>De meeste flaneurs langs de Scheveningse boulevard zullen ze wel kennen: de ‘Sprookjesbeelden’ van de Amerikaanse kunstenaar Tom Otterness. Al op grote afstand ontwaar je ter hoogte van ‘Museum Beelden aan Zee’ zijn ‘Haringeter’, een figuur op meterslange, slungelige benen, zijn bolle hoofd in de nek. Dichterbij gekomen ontdek je tal van vergelijkbare wezens in allerlei maten en houdingen.</p>
<p>Allemaal blijken ze op een of andere manier naar Scheveningen en sprookjes te verwijzen: Hans en Grietje, Jonas in de walvis, een huilende reus, voor iedereen zijn ze herkenbaar. Zo formuleerde Theo Scholte, de initiatiefnemer van het museum, de opdracht: kwalitatief goede kunst die iedereen van over de hele wereld zou aanspreken. Met name kinderen blijken er van alles in te zien. Ze mogen er ook best over kruipen. ‘Dan gaan ze alleen maar meer glanzen’, vindt Otterness.</p>
<p>Kunst maken voor iedereen, dat is wat Otterness voor ogen stond. Aanvankelijk maakte hij video’s en magazines om het grote publiek te bereiken. Toen hij had ontdekt dat plastic Elvis- en Jezusbeeldjes gretig aftrek vonden, realiseerde hij zich dat humor en herkenbaarheid kunst toegankelijker kunnen maken. Daarop zocht hij naar eenvoudige, aansprekende vormen die geschikt waren voor seriële productie. Het resultaat waren slungelachtige wezens op lange benen, geïnspireerd op tekenfilmfiguren uit de jaren twintig van de vorige eeuw.</p>
<p>Otterness heeft uiteenlopende locaties van zijn humoristische wezens voorzien. Daarvan is Battery Park in New York de bekendste. Daar lichten heel kleine figuurtjes de tegels. Otterness’ beelden nodigen uit tot nadere beschouwing. Dan valt op dat er ook kritiek in verscholen ligt. Zo zul je in Scheveningen het mannetje opmerken met een hoofd in de vorm van een wereldbol met een strop om zijn nek… Maar Otterness dringt zijn mening niet op: ‘Een glimlach, daar doe ik het voor.’</p>
";Brons;Aan de boulevard ter hoogte van Museum Beelden aan Zee;Sprookjesbeelden, Tom Otterness, 2004;Ralph Kämena;;;Strandweg 23-24, 2586 EK Den Haag, Nederland;52.11166154028572;4.278047755850203;23-24;Strandweg;Otterness, Tom;;;;79023.9200062777;458739.349695313
174;Schelpen;"<p>In diverse publicaties over zijn leven en werk wordt Rein Draijer geportretteerd als een vooraanstaand kunstenaar die drie totaal verschillende disciplines beheerste en op die verschillende deelterreinen absolute hoogtepunten bereikte. In Den Haag, waar hij sinds 1922 woonde en werkte, heeft Draijer veel sporen nagelaten die getuigen van zijn vakmanschap. Hier volgde hij de avondopleiding aan de Koninklijke Academie van Beeldende Kunsten.</p>
<p>Draijers ontwikkeling is opmerkelijk veelzijdig. Daarnaast mag de invloed die hij als leermeester heeft gehad op volgende generaties beeldend kunstenaars niet worden onderschat. Van 1937 tot 1964 gaf hij les aan dezelfde Haagse academie waar hij ooit zelf zijn opleiding had voltooid.</p>
<p>De betekenis van Draijer als schilder, beeldhouwer en ontwerper komt onder meer tot uitdrukking in de kunstprijzen die aan hem werden toegekend: de jaarlijkse Haagse Jacob Marisprijs, 1952 en Jacob Hartogprijs, 1958, de jaarlijkse prijs van kunstenaarsvereniging Pulchri Studio. Ook zijn deelname aan de internationaal toonaangevende Biënnale van Venetië in 1962 spreekt voor zich.</p>
<p>Het beeld ‘Schelpen’ uit 1967 is kenmerkend voor de beeldhouwkunst van Draijer. Daarin komt namelijk zijn affiniteit met plant- en diervormen prominent naar voren. De beeldhouwer heeft zijn behoefte om natuurlijke vormen te abstraheren of te stileren behoorlijk ingehouden. In andere beelden wijkt hij verder af van concrete waarnemingen dan hier het geval is. De zachte rondingen van de schelpen en de mogelijkheid om een blik in hun binnenste te werpen, nodigen uit tot fysiek contact. De behoefte om ze aan te raken is bijna onbedwingbaar.</p>
";Brons;In Valeriusstraat en 2e Sweelinckstraat;Schelpen, Rein Draijer, 1967;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;;President Kennedylaan 17, 2517 JK Den Haag, Nederland;52.086404295924126;4.277221975254819;17;President Kennedylaan;Draijer, Rein;;;;78924.382233183;455930.342784468
